VarName;TimeString;VarValue;Validity;Time_ms
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524871.3079
rTemperatureIn;04.05.2025 12:35;15;1;45781524871.3079
rTemperatureOut;04.05.2025 12:35;30.00376;1;45781524871.3079
rFlow;04.05.2025 12:35;9.017767;1;45781524882.963
rPower;04.05.2025 12:35;80;1;45781524882.963
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524882.963
rTemperatureIn;04.05.2025 12:35;15;1;45781524882.963
rTemperatureOut;04.05.2025 12:35;30.00374;1;45781524882.963
rFlow;04.05.2025 12:35;9.017771;1;45781524894.6065
rPower;04.05.2025 12:35;80;1;45781524894.6065
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524894.6065
rTemperatureIn;04.05.2025 12:35;15;1;45781524894.6065
rTemperatureOut;04.05.2025 12:35;30.00372;1;45781524894.6065
rFlow;04.05.2025 12:35;9.017776;1;45781524906.2616
rPower;04.05.2025 12:35;80;1;45781524906.2616
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524906.2616
rTemperatureIn;04.05.2025 12:35;15;1;45781524906.2616
rTemperatureOut;04.05.2025 12:35;30.0037;1;45781524906.2616
rFlow;04.05.2025 12:35;9.017779;1;45781524917.9051
rPower;04.05.2025 12:35;80;1;45781524917.9051
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524917.9051
rTemperatureIn;04.05.2025 12:35;15;1;45781524917.9051
rTemperatureOut;04.05.2025 12:35;30.00368;1;45781524917.9051
rFlow;04.05.2025 12:35;9.017785;1;45781524929.5602
rPower;04.05.2025 12:35;80;1;45781524929.5602
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524929.5602
rTemperatureIn;04.05.2025 12:35;15;1;45781524929.5602
rTemperatureOut;04.05.2025 12:35;30.00366;1;45781524929.5602
rFlow;04.05.2025 12:35;9.017789;1;45781524941.2153
rPower;04.05.2025 12:35;80;1;45781524941.2153
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524941.2153
rTemperatureIn;04.05.2025 12:35;15;1;45781524941.2153
rTemperatureOut;04.05.2025 12:35;30.00364;1;45781524941.2153
rFlow;04.05.2025 12:35;9.017795;1;45781524952.8704
rPower;04.05.2025 12:35;80;1;45781524952.8704
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524952.8704
rTemperatureIn;04.05.2025 12:35;15;1;45781524952.8704
rTemperatureOut;04.05.2025 12:35;30.00362;1;45781524952.8704
rFlow;04.05.2025 12:35;9.017799;1;45781524964.5255
rPower;04.05.2025 12:35;80;1;45781524964.5255
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524964.5255
rTemperatureIn;04.05.2025 12:35;15;1;45781524964.5255
rTemperatureOut;04.05.2025 12:35;30.0036;1;45781524964.5255
rFlow;04.05.2025 12:35;9.017804;1;45781524976.1574
rPower;04.05.2025 12:35;80;1;45781524976.1574
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524976.1574
rTemperatureIn;04.05.2025 12:35;15;1;45781524976.1574
rTemperatureOut;04.05.2025 12:35;30.00359;1;45781524976.1574
rFlow;04.05.2025 12:35;9.017809;1;45781524987.8125
rPower;04.05.2025 12:35;80;1;45781524987.8125
rTemperatureSetpoint;04.05.2025 12:35;30;1;45781524987.8125
rTemperatureIn;04.05.2025 12:35;15;1;45781524987.8125
rTemperatureOut;04.05.2025 12:35;30.00357;1;45781524987.8125
rFlow;04.05.2025 12:36;9.017814;1;45781524999.456
rPower;04.05.2025 12:36;80;1;45781524999.456
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781524999.456
rTemperatureIn;04.05.2025 12:36;15;1;45781524999.456
rTemperatureOut;04.05.2025 12:36;30.00355;1;45781524999.456
rFlow;04.05.2025 12:36;9.017818;1;45781525011.0995
rPower;04.05.2025 12:36;80;1;45781525011.0995
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525011.0995
rTemperatureIn;04.05.2025 12:36;15;1;45781525011.0995
rTemperatureOut;04.05.2025 12:36;30.00353;1;45781525011.0995
rFlow;04.05.2025 12:36;9.017821;1;45781525022.7546
rPower;04.05.2025 12:36;80;1;45781525022.7546
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525022.7546
rTemperatureIn;04.05.2025 12:36;15;1;45781525022.7546
rTemperatureOut;04.05.2025 12:36;30.00351;1;45781525022.7546
rFlow;04.05.2025 12:36;9.017826;1;45781525034.3981
rPower;04.05.2025 12:36;80;1;45781525034.3981
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525034.3981
rTemperatureIn;04.05.2025 12:36;15;1;45781525034.3981
rTemperatureOut;04.05.2025 12:36;30.00349;1;45781525034.3981
rFlow;04.05.2025 12:36;9.017831;1;45781525046.0532
rPower;04.05.2025 12:36;80;1;45781525046.0532
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525046.0532
rTemperatureIn;04.05.2025 12:36;15;1;45781525046.0532
rTemperatureOut;04.05.2025 12:36;30.00347;1;45781525046.0532
rFlow;04.05.2025 12:36;9.017837;1;45781525057.6968
rPower;04.05.2025 12:36;80;1;45781525057.6968
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525057.6968
rTemperatureIn;04.05.2025 12:36;15;1;45781525057.6968
rTemperatureOut;04.05.2025 12:36;30.00345;1;45781525057.6968
rFlow;04.05.2025 12:36;9.01784;1;45781525069.3519
rPower;04.05.2025 12:36;80;1;45781525069.3519
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525069.3519
rTemperatureIn;04.05.2025 12:36;15;1;45781525069.3519
rTemperatureOut;04.05.2025 12:36;30.00344;1;45781525069.3519
rFlow;04.05.2025 12:36;9.017844;1;45781525081.007
rPower;04.05.2025 12:36;80;1;45781525081.007
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525081.007
rTemperatureIn;04.05.2025 12:36;15;1;45781525081.007
rTemperatureOut;04.05.2025 12:36;30.00344;1;45781525081.007
rFlow;04.05.2025 12:36;9.01785;1;45781525092.6505
rPower;04.05.2025 12:36;80;1;45781525092.6505
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525092.6505
rTemperatureIn;04.05.2025 12:36;15;1;45781525092.6505
rTemperatureOut;04.05.2025 12:36;30.00344;1;45781525092.6505
rFlow;04.05.2025 12:36;9.017857;1;45781525104.2824
rPower;04.05.2025 12:36;80;1;45781525104.2824
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525104.2824
rTemperatureIn;04.05.2025 12:36;15;1;45781525104.2824
rTemperatureOut;04.05.2025 12:36;30.00344;1;45781525104.2824
rFlow;04.05.2025 12:36;9.017862;1;45781525115.9375
rPower;04.05.2025 12:36;80;1;45781525115.9375
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525115.9375
rTemperatureIn;04.05.2025 12:36;15;1;45781525115.9375
rTemperatureOut;04.05.2025 12:36;30.00344;1;45781525115.9375
rFlow;04.05.2025 12:36;9.017867;1;45781525127.5694
rPower;04.05.2025 12:36;80;1;45781525127.5694
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525127.5694
rTemperatureIn;04.05.2025 12:36;15;1;45781525127.5694
rTemperatureOut;04.05.2025 12:36;30.00342;1;45781525127.5694
rFlow;04.05.2025 12:36;9.017872;1;45781525139.2014
rPower;04.05.2025 12:36;80;1;45781525139.2014
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525139.2014
rTemperatureIn;04.05.2025 12:36;15;1;45781525139.2014
rTemperatureOut;04.05.2025 12:36;30.00341;1;45781525139.2014
rFlow;04.05.2025 12:36;9.017878;1;45781525150.8565
rPower;04.05.2025 12:36;80;1;45781525150.8565
