"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"Power";"01.05.2025 22:03:18";50;1;45778918960.2431
"Temperature_Setpoint";"01.05.2025 22:03:18";50;1;45778918960.2431
"Temperature_In";"01.05.2025 22:03:18";15;1;45778918960.2431
"Temperature_Out";"01.05.2025 22:03:18";46.46238;1;45778918960.2431
"OR";"01.05.2025 22:03:19";20.47018;1;45778918971.8518
"Power";"01.05.2025 22:03:19";50;1;45778918971.8518
"Temperature_Setpoint";"01.05.2025 22:03:19";50;1;45778918971.8518
"Temperature_In";"01.05.2025 22:03:19";15;1;45778918971.8518
"Temperature_Out";"01.05.2025 22:03:19";46.55724;1;45778918971.8518
"OR";"01.05.2025 22:03:20";20.47018;1;45778918983.4838
"Power";"01.05.2025 22:03:20";50;1;45778918983.4838
"Temperature_Setpoint";"01.05.2025 22:03:20";50;1;45778918983.4838
"Temperature_In";"01.05.2025 22:03:20";15;1;45778918983.4838
"Temperature_Out";"01.05.2025 22:03:20";46.65162;1;45778918983.4838
"OR";"01.05.2025 22:03:21";20.49944;1;45778918995.1273
"Power";"01.05.2025 22:03:21";50;1;45778918995.1273
"Temperature_Setpoint";"01.05.2025 22:03:21";50;1;45778918995.1273
"Temperature_In";"01.05.2025 22:03:21";15;1;45778918995.1273
"Temperature_Out";"01.05.2025 22:03:21";46.74521;1;45778918995.1273
"OR";"01.05.2025 22:03:22";20.53608;1;45778919006.7593
"Power";"01.05.2025 22:03:22";50;1;45778919006.7593
"Temperature_Setpoint";"01.05.2025 22:03:22";50;1;45778919006.7593
"Temperature_In";"01.05.2025 22:03:22";15;1;45778919006.7593
"Temperature_Out";"01.05.2025 22:03:22";46.83777;1;45778919006.7593
"OR";"01.05.2025 22:03:23";20.58435;1;45778919018.4028
"Power";"01.05.2025 22:03:23";50;1;45778919018.4028
"Temperature_Setpoint";"01.05.2025 22:03:23";50;1;45778919018.4028
"Temperature_In";"01.05.2025 22:03:23";15;1;45778919018.4028
"Temperature_Out";"01.05.2025 22:03:23";46.93809;1;45778919018.4028
"OR";"01.05.2025 22:03:24";20.58435;1;45778919030.0463
"Power";"01.05.2025 22:03:24";50;1;45778919030.0463
"Temperature_Setpoint";"01.05.2025 22:03:24";50;1;45778919030.0463
"Temperature_In";"01.05.2025 22:03:24";15;1;45778919030.0463
"Temperature_Out";"01.05.2025 22:03:24";47.02772;1;45778919030.0463
"OR";"01.05.2025 22:03:25";20.60287;1;45778919041.7014
"Power";"01.05.2025 22:03:25";50;1;45778919041.7014
"Temperature_Setpoint";"01.05.2025 22:03:25";50;1;45778919041.7014
"Temperature_In";"01.05.2025 22:03:25";15;1;45778919041.7014
"Temperature_Out";"01.05.2025 22:03:25";47.11565;1;45778919041.7014
"OR";"01.05.2025 22:03:26";20.62195;1;45778919053.4259
"Power";"01.05.2025 22:03:26";50;1;45778919053.4259
"Temperature_Setpoint";"01.05.2025 22:03:26";50;1;45778919053.4259
"Temperature_In";"01.05.2025 22:03:26";15;1;45778919053.4259
"Temperature_Out";"01.05.2025 22:03:26";47.1932;1;45778919053.4259
"OR";"01.05.2025 22:03:27";20.64786;1;45778919065.0694
"Power";"01.05.2025 22:03:27";50;1;45778919065.0694
"Temperature_Setpoint";"01.05.2025 22:03:27";50;1;45778919065.0694
"Temperature_In";"01.05.2025 22:03:27";15;1;45778919065.0694
"Temperature_Out";"01.05.2025 22:03:27";47.27745;1;45778919065.0694
"OR";"01.05.2025 22:03:28";20.64786;1;45778919076.7014
"Power";"01.05.2025 22:03:28";50;1;45778919076.7014
"Temperature_Setpoint";"01.05.2025 22:03:28";50;1;45778919076.7014
"Temperature_In";"01.05.2025 22:03:28";15;1;45778919076.7014
"Temperature_Out";"01.05.2025 22:03:28";47.35147;1;45778919076.7014
"OR";"01.05.2025 22:03:29";20.68025;1;45778919088.3565
"Power";"01.05.2025 22:03:29";50;1;45778919088.3565
